               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.031153,            0.010764,           0.0022979,             0.99279,                   1,               0.995,             0.76705,            0.025683,           0.0097304,           0.0034763,            0.006436,            0.006436,            0.006436
                  38,            0.030206,            0.011598,           0.0025117,             0.99303,                   1,               0.995,             0.57493,            0.034611,            0.010803,           0.0033153,            0.006337,            0.006337,            0.006337
                  39,             0.02939,            0.011948,           0.0022685,             0.99258,                   1,               0.995,             0.78213,            0.026403,           0.0097344,           0.0033612,            0.006238,            0.006238,            0.006238
                  40,            0.028486,             0.01102,           0.0025286,             0.99319,                   1,               0.995,             0.66154,             0.03067,            0.010217,           0.0032813,            0.006139,            0.006139,            0.006139
                  41,            0.028555,            0.010724,           0.0023891,             0.99419,                   1,               0.995,             0.74739,            0.025977,           0.0099116,           0.0032953,             0.00604,             0.00604,             0.00604
                  42,            0.028211,            0.010444,           0.0021463,             0.99257,                   1,               0.995,             0.68883,            0.029923,            0.010148,           0.0036345,            0.005941,            0.005941,            0.005941
                  43,            0.028274,            0.010851,           0.0024008,             0.99481,                   1,               0.995,             0.82635,            0.023694,           0.0097506,           0.0033791,            0.005842,            0.005842,            0.005842
                  44,            0.026986,            0.009682,           0.0020525,             0.99345,                   1,               0.995,             0.70316,            0.028008,             0.01028,           0.0033743,            0.005743,            0.005743,            0.005743
                  45,            0.026313,            0.010154,           0.0021489,             0.99349,                   1,               0.995,             0.84456,            0.021681,           0.0092891,           0.0030736,            0.005644,            0.005644,            0.005644
                  46,            0.026944,           0.0098417,           0.0020695,             0.99256,                   1,               0.995,             0.73757,              0.0279,            0.010036,           0.0030905,            0.005545,            0.005545,            0.005545
                  47,            0.026611,            0.010985,           0.0020462,             0.99238,                   1,               0.995,             0.84574,            0.022382,             0.00926,           0.0028513,            0.005446,            0.005446,            0.005446
                  48,            0.026136,           0.0096041,           0.0019108,             0.99156,                   1,               0.995,             0.68449,            0.028895,            0.010172,           0.0029721,            0.005347,            0.005347,            0.005347
                  49,            0.026039,           0.0097314,           0.0019257,             0.99141,                   1,               0.995,              0.8631,            0.022555,           0.0092755,           0.0030041,            0.005248,            0.005248,            0.005248
                  50,            0.025049,             0.01014,           0.0018427,             0.99301,                   1,               0.995,             0.75279,            0.024149,           0.0097878,           0.0029989,            0.005149,            0.005149,            0.005149
                  51,            0.024326,            0.010093,           0.0020069,             0.99198,                   1,               0.995,              0.8134,            0.023884,            0.009552,           0.0031555,             0.00505,             0.00505,             0.00505
                  52,            0.024817,            0.010221,           0.0021038,             0.99171,                   1,               0.995,             0.73699,            0.023749,           0.0095389,           0.0031954,            0.004951,            0.004951,            0.004951
                  53,            0.024775,            0.010077,           0.0021549,             0.99238,                   1,               0.995,             0.86467,             0.02283,           0.0092128,           0.0029503,            0.004852,            0.004852,            0.004852
                  54,            0.023918,            0.010352,            0.002088,             0.99284,                   1,               0.995,             0.73862,            0.025139,           0.0094255,           0.0027911,            0.004753,            0.004753,            0.004753
                  55,            0.024633,            0.010141,           0.0019639,             0.99229,                   1,               0.995,              0.8674,            0.019332,           0.0087323,           0.0026745,            0.004654,            0.004654,            0.004654
                  56,              0.0223,            0.010095,           0.0018782,             0.99218,                   1,               0.995,             0.76486,            0.026989,           0.0093805,           0.0027033,            0.004555,            0.004555,            0.004555
                  57,            0.023278,            0.010125,           0.0018673,             0.99263,                   1,               0.995,             0.88031,             0.02052,           0.0088556,           0.0026989,            0.004456,            0.004456,            0.004456
                  58,            0.021905,           0.0098207,           0.0017252,             0.99269,                   1,               0.995,             0.76478,            0.023799,           0.0093244,           0.0027909,            0.004357,            0.004357,            0.004357
                  59,            0.021538,           0.0097048,           0.0020767,             0.99271,                   1,               0.995,              0.8696,            0.020961,           0.0087223,           0.0027316,            0.004258,            0.004258,            0.004258
                  60,            0.022121,           0.0087829,           0.0017684,             0.99256,                   1,               0.995,             0.80824,            0.021729,           0.0088649,           0.0026816,            0.004159,            0.004159,            0.004159
                  61,            0.021902,            0.010116,           0.0018745,             0.99313,                   1,               0.995,             0.84119,            0.021552,           0.0087561,           0.0026522,             0.00406,             0.00406,             0.00406
                  62,            0.021008,           0.0098778,           0.0017998,             0.99234,                   1,               0.995,             0.82416,            0.022716,           0.0086983,           0.0026834,            0.003961,            0.003961,            0.003961
                  63,            0.020565,           0.0095003,           0.0016235,             0.99246,                   1,               0.995,             0.86236,            0.019867,           0.0085683,           0.0026883,            0.003862,            0.003862,            0.003862
                  64,            0.020221,           0.0084572,           0.0016818,             0.99223,                   1,               0.995,             0.80088,            0.023791,           0.0088622,            0.002815,            0.003763,            0.003763,            0.003763
                  65,            0.020486,           0.0091416,           0.0019002,             0.99252,                   1,               0.995,              0.8388,            0.020667,           0.0086781,           0.0027528,            0.003664,            0.003664,            0.003664
                  66,            0.021066,           0.0093821,            0.001885,             0.99227,                   1,               0.995,             0.86093,            0.020061,           0.0086226,           0.0028208,            0.003565,            0.003565,            0.003565
                  67,            0.019542,           0.0088829,           0.0016629,             0.99241,                   1,               0.995,             0.87813,            0.021029,           0.0086869,           0.0027218,            0.003466,            0.003466,            0.003466
