               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  53,            0.034759,            0.016859,           0.0028938,             0.99053,               0.975,             0.99273,             0.61681,            0.037557,              0.0156,           0.0034247,            0.004852,            0.004852,            0.004852
                  54,            0.033624,            0.016809,           0.0027924,             0.96368,             0.97282,             0.97886,             0.70811,            0.031092,            0.014605,           0.0036473,            0.004753,            0.004753,            0.004753
                  55,            0.034859,            0.016384,           0.0027996,             0.99157,             0.99776,               0.995,             0.72258,            0.026707,             0.01437,           0.0036202,            0.004654,            0.004654,            0.004654
                  56,            0.031883,            0.016421,           0.0025937,             0.98813,              0.9982,               0.995,             0.74728,            0.028782,            0.014404,           0.0034232,            0.004555,            0.004555,            0.004555
                  57,            0.033309,            0.016511,           0.0026862,             0.98956,             0.99861,               0.995,             0.73491,            0.027828,            0.014377,           0.0035717,            0.004456,            0.004456,            0.004456
                  58,            0.031006,            0.016395,           0.0024459,             0.98823,             0.99858,               0.995,             0.65096,            0.031345,            0.014623,           0.0038648,            0.004357,            0.004357,            0.004357
                  59,            0.031114,            0.015747,           0.0026716,             0.98787,               0.975,             0.99381,             0.73561,            0.027187,            0.014128,           0.0036524,            0.004258,            0.004258,            0.004258
                  60,            0.030804,            0.014706,           0.0021393,             0.98876,             0.99874,               0.995,             0.62956,            0.032705,            0.014731,           0.0034846,            0.004159,            0.004159,            0.004159
                  61,            0.030593,            0.016357,           0.0023239,             0.99331,             0.99861,               0.995,             0.70736,            0.026174,            0.014009,           0.0034446,             0.00406,             0.00406,             0.00406
                  62,            0.029584,               0.016,           0.0023259,             0.99275,                   1,               0.995,             0.71078,            0.028512,             0.01399,           0.0033696,            0.003961,            0.003961,            0.003961
                  63,            0.030696,            0.015692,           0.0023044,             0.99149,                   1,               0.995,             0.74134,            0.026046,            0.013607,           0.0033839,            0.003862,            0.003862,            0.003862
                  64,            0.029262,            0.013859,           0.0021376,             0.98923,             0.99873,               0.995,             0.70937,            0.027538,            0.013707,           0.0032929,            0.003763,            0.003763,            0.003763
                  65,            0.029564,            0.014653,           0.0024514,             0.98921,             0.99889,               0.995,             0.70118,             0.02676,            0.013814,           0.0033743,            0.003664,            0.003664,            0.003664
                  66,            0.030682,            0.014883,           0.0025358,              0.9912,             0.99945,               0.995,             0.76391,            0.024237,            0.013583,           0.0033418,            0.003565,            0.003565,            0.003565
                  67,            0.029165,            0.014635,           0.0023938,             0.99163,             0.99986,               0.995,             0.68386,            0.029568,            0.014063,           0.0031883,            0.003466,            0.003466,            0.003466
                  68,            0.028579,            0.015704,           0.0022845,              0.9923,             0.99999,               0.995,             0.79815,            0.023544,            0.013273,           0.0030994,            0.003367,            0.003367,            0.003367
