               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,            0.017304,           0.0071577,           0.0016372,             0.99664,                   1,               0.995,              0.8882,            0.017207,           0.0071963,           0.0024339,            0.003169,            0.003169,            0.003169
                  71,             0.01695,           0.0074653,           0.0015976,             0.99652,                   1,               0.995,             0.88504,            0.018466,           0.0073052,           0.0024039,             0.00307,             0.00307,             0.00307
                  72,            0.016685,           0.0077271,            0.001417,             0.99643,                   1,               0.995,             0.85711,            0.017486,           0.0073115,           0.0023887,            0.002971,            0.002971,            0.002971
                  73,            0.015915,           0.0070227,           0.0013606,             0.99655,                   1,               0.995,             0.85847,            0.018302,           0.0073762,           0.0024104,            0.002872,            0.002872,            0.002872
                  74,            0.016035,           0.0075598,            0.001469,             0.99633,                   1,               0.995,             0.87234,             0.01791,           0.0074325,           0.0024732,            0.002773,            0.002773,            0.002773
                  75,            0.016321,           0.0073502,           0.0015043,             0.99612,                   1,               0.995,             0.88338,            0.017279,           0.0071205,            0.002528,            0.002674,            0.002674,            0.002674
                  76,            0.016762,           0.0069298,           0.0017825,             0.99608,                   1,               0.995,             0.90471,            0.016587,           0.0071119,           0.0024293,            0.002575,            0.002575,            0.002575
                  77,             0.01574,            0.006963,           0.0013837,             0.99593,                   1,               0.995,             0.89771,            0.016454,           0.0070225,           0.0023545,            0.002476,            0.002476,            0.002476
                  78,            0.014506,           0.0072441,           0.0013504,             0.99596,                   1,               0.995,             0.88413,            0.016556,           0.0072617,           0.0023158,            0.002377,            0.002377,            0.002377
                  79,            0.014926,           0.0065479,           0.0013934,             0.99612,                   1,               0.995,             0.88055,            0.016535,           0.0070722,           0.0022969,            0.002278,            0.002278,            0.002278
                  80,            0.014123,           0.0071325,           0.0012759,              0.9962,                   1,               0.995,             0.89428,            0.016554,            0.007058,           0.0022859,            0.002179,            0.002179,            0.002179
                  81,             0.01522,           0.0072996,           0.0014396,             0.99612,                   1,               0.995,              0.8904,            0.015751,           0.0069392,           0.0023295,             0.00208,             0.00208,             0.00208
                  82,            0.014517,           0.0063543,           0.0013994,             0.99608,                   1,               0.995,             0.88524,            0.016336,           0.0070907,           0.0023719,            0.001981,            0.001981,            0.001981
                  83,            0.014135,            0.006518,           0.0013084,             0.99594,                   1,               0.995,             0.90897,            0.014793,           0.0069437,            0.002353,            0.001882,            0.001882,            0.001882
                  84,             0.01341,           0.0064382,           0.0013091,             0.99611,                   1,               0.995,             0.88668,            0.017111,           0.0073306,           0.0023502,            0.001783,            0.001783,            0.001783
                  85,            0.013902,           0.0070865,           0.0013536,             0.99608,                   1,               0.995,             0.90312,            0.015061,           0.0071471,           0.0023181,            0.001684,            0.001684,            0.001684
                  86,            0.012936,            0.006874,           0.0012066,             0.99618,                   1,               0.995,             0.90254,            0.015833,           0.0074919,           0.0022542,            0.001585,            0.001585,            0.001585
                  87,            0.014001,            0.006971,           0.0014186,             0.99615,                   1,               0.995,             0.91309,            0.014873,           0.0073286,           0.0021821,            0.001486,            0.001486,            0.001486
                  88,            0.014037,           0.0062222,           0.0015569,             0.99623,                   1,               0.995,             0.89079,            0.015293,           0.0072869,           0.0021549,            0.001387,            0.001387,            0.001387
                  89,            0.013313,           0.0067264,           0.0013787,             0.99625,                   1,               0.995,             0.89792,            0.015591,           0.0070614,           0.0021498,            0.001288,            0.001288,            0.001288
                  90,            0.012416,           0.0058464,           0.0011369,             0.99624,                   1,               0.995,             0.91107,            0.014779,           0.0069907,           0.0021393,            0.001189,            0.001189,            0.001189
                  91,            0.012121,           0.0059427,           0.0011567,             0.99624,                   1,               0.995,             0.89408,            0.014745,           0.0069084,           0.0021196,             0.00109,             0.00109,             0.00109
                  92,             0.01285,           0.0062614,           0.0013499,              0.9962,                   1,               0.995,             0.90155,            0.015101,           0.0068902,           0.0021085,            0.000991,            0.000991,            0.000991
                  93,            0.012072,           0.0063866,           0.0011722,             0.99621,                   1,               0.995,             0.89937,            0.014738,           0.0068536,           0.0020985,            0.000892,            0.000892,            0.000892
                  94,            0.012421,           0.0067009,           0.0012375,             0.99631,                   1,               0.995,             0.90649,            0.014269,           0.0067191,           0.0020941,            0.000793,            0.000793,            0.000793
                  95,            0.012077,           0.0063281,           0.0011638,             0.99643,                   1,               0.995,             0.89055,            0.014663,           0.0067428,           0.0021163,            0.000694,            0.000694,            0.000694
                  96,            0.011684,           0.0058454,          0.00099888,             0.99654,                   1,               0.995,              0.8948,            0.014887,           0.0067151,            0.002108,            0.000595,            0.000595,            0.000595
                  97,            0.011175,           0.0059389,           0.0010419,             0.99662,                   1,               0.995,             0.90427,            0.014558,           0.0066369,           0.0020949,            0.000496,            0.000496,            0.000496
                  98,            0.011432,            0.006512,           0.0010702,             0.99667,                   1,               0.995,             0.91274,            0.014388,            0.006593,           0.0020838,            0.000397,            0.000397,            0.000397
                  99,            0.011591,           0.0063109,           0.0011493,             0.99663,                   1,               0.995,             0.91405,            0.014399,           0.0065854,           0.0020767,            0.000298,            0.000298,            0.000298
